Product	Product information				One-to-one comparison					Source			Individual analyte levels reported																			Additional information		Supporting fields for one-to-one comparison			DRI	
	Category	Country	Reported packaging type	Sample size (n)	Summarized findings (ng/serving)	Compounds tested	Phthalates (ng/serving)	Phthalate substitutes (ng/serving)	Bisphenols (ng/serving)	Author	Title	Published	Reporting format	Mean DBP (ng/g)	Mean BBP (ng/g)	Mean DEHP (ng/g)	Mean DINP (ng/g)	Mean DIDP (ng/g)	Mean DMP (ng/g)	Mean DEP (ng/g)	Mean DIBP (ng/g)	Mean DNHP (ng/g)	Mean DCHP (ng/g)	Mean DNOP (ng/g)	Mean DIDA (ng/g)	Mean DEHA (ng/g)	Mean DINCH (ng/g)	Mean DEHT (ng/g)	Mean BPA (ng/g)	Mean BPS (ng/g)	Mean BPF (ng/g)	Serving size (g)	Notes	Phthalates (n)	Phthalate substitutes (n)	Bisphenols (n)	Created	Reviewed
Mortadella (Bologna)	Meat and poultry	Spain	Plastic	47	272 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	272	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	5.43 (3.34)	0	50	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Chocolate milkshake	Dairy	Spain	Carton	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	250	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Chocolate milkshake	Dairy	Spain	Carton	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	250	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Chocolate milkshake	Dairy	Spain	Carton	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	250	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Chocolate milkshake	Dairy	Spain	Carton	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	250	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Semi-fermented milk	Dairy	Spain	Plastic and foil	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	250	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Semi-fermented milk	Dairy	Spain	Plastic and foil	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	250	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Semi-fermented milk	Dairy	Spain	Plastic and foil	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	250	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Flavoured Yogurt	Dairy	Spain	Plastic	47	9,128 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	9,128	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	60.85 (17.2)	0	0	150	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Flavoured Liquid Yogurt	Dairy	Spain	Plastic	47	23,080 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	23,080	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	115.4 (65.96)	0	0	200	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Flavoured Liquid Yogurt	Dairy	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	200	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Spread cheese	Dairy	Spain	Foil and paperboard	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Melted cheese	Dairy	Spain	Plastic	47	147 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	147	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	D	4.9 (0.9)	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Melted cheese	Dairy	Spain	Plastic	47	60 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	60	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2 (0.3)	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Breadsticks for cheese	Grain	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Tuna dumplings	Processed food	Spain	Can	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	100	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Battered hake sticks	Processed food	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	100	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Pizza (cooked ham and cheese)	Processed food	Spain	Plastic	47	645 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	645	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.3 (1.8)	0	0	150	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Pizza (4 cheese)	Processed food	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	150	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Pizza (bolognese)	Processed food	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	150	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Ketchup	Condiments	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	15	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Ketchup	Condiments	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	D	0	0	15	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Tomato sauce	Condiments	Spain	Carton	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	60	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Corn snacks	Fruits and vegetables	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Corn snacks	Fruits and vegetables	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Nachos	Processed food	Spain	Plastic	47	1,263 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	1,263	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	42.1 (4.2)	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Chips	Processed food	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Chips	Processed food	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Chips	Processed food	Spain	Plastic	47	3,963 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	3,963	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	132.1 (21.2)	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Chips (Sour Cream & Onion)	Processed food	Spain	Plastic, foil and paperboard	47	264 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	264	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8.8 (10.7)	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Gummy candy	Processed food	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Gummy candy	Processed food	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	30	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Chocolate doughnuts	Processed food	Spain	Plastic	47	4,920 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	4,920	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	82 (10.2)	0	0	60	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Milk bread	Grain	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	50	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Croissants	Grain	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	60	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Croissants	Grain	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	60	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Chocolate puff pastry	Processed food	Spain	Plastic	47	60 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	60	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	0	0	60	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Cacao-filled roll	Processed food	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	D	0	0	60	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Muffins	Processed food	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	60	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
Muffins	Processed food	Spain	Plastic	47	0 ng/serving for 3 bisphenols	Bisphenols: BPA, BPS, BPF	0	0	0	Gálvez-Ontiveros et al.	Presence of Parabens and Bisphenols in Food Commonly Consumed in Spain	2021	mean (SD)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	60	Sample size reported for all unprocessed or minimally processed foods. The study tested the foods for 4 more bisphenols not included here, but did not find amounts above the LOQ in any of the samples.	0	0	3	Chandhana	Yaroslav
